"Probes","Chr","Pos","deltaBeta","absDeltaBeta","DNAm_Effect","Author","Syndrome"
"cg02329835","chr9",98315369,-0.267011117980022,0.267011117980022,"Loss","Weksberg","Sotos"
"cg20078406","chr3",46875709,-0.257368313207547,0.257368313207547,"Loss","Weksberg","Sotos"
"cg16723488","chr2",21266947,-0.267723557447281,0.267723557447281,"Loss","Weksberg","Sotos"
"cg03330558","chr15",31516127,-0.268517055160932,0.268517055160932,"Loss","Weksberg","Sotos"
"cg16379671","chr12",131647826,-0.268472483795782,0.268472483795782,"Loss","Weksberg","Sotos"
"cg11229864","chr11",58668068,-0.255999675582686,0.255999675582686,"Loss","Weksberg","Sotos"
"cg12097325","chr1",1076431,-0.253267415982242,0.253267415982242,"Loss","Weksberg","Sotos"
"cg08139206","chr14",103748318,-0.268194918423973,0.268194918423973,"Loss","Weksberg","Sotos"
"cg05504117","chr17",71898904,-0.268034175723982,0.268034175723982,"Loss","Weksberg","Sotos"
"cg16500916","chr16",54228169,-0.265611023085461,0.265611023085461,"Loss","Weksberg","Sotos"
"cg08774009","chr8",49309094,-0.266610075915649,0.266610075915649,"Loss","Weksberg","Sotos"
"cg06889535","chr11",126455712,-0.264102627488688,0.264102627488688,"Loss","Weksberg","Sotos"
"cg23629935","chr14",90167459,-0.264482472031077,0.264482472031077,"Loss","Weksberg","Sotos"
"cg22167400","chr17",26633978,-0.265559565704772,0.265559565704772,"Loss","Weksberg","Sotos"
"cg19276110","chr1",20396593,-0.268131462486127,0.268131462486127,"Loss","Weksberg","Sotos"
"cg03242265","chr1",147782472,-0.266141039844617,0.266141039844617,"Loss","Weksberg","Sotos"
"cg00582337","chr17",40274811,-0.26768893518313,0.26768893518313,"Loss","Weksberg","Sotos"
"cg13191951","chr15",71685353,-0.264910445504994,0.264910445504994,"Loss","Weksberg","Sotos"
"cg01209984","chr21",47469679,-0.26663518745838,0.26663518745838,"Loss","Weksberg","Sotos"
"cg06532268","chr6",25732817,-0.266127515427303,0.266127515427303,"Loss","Weksberg","Sotos"
"cg12875241","chrX",9734063,-0.251885288856826,0.251885288856826,"Loss","Weksberg","Sotos"
"cg25325636","chr20",57766896,-0.263529997558269,0.263529997558269,"Loss","Weksberg","Sotos"
"cg24735235","chr1",16163479,-0.264396196958935,0.264396196958935,"Loss","Weksberg","Sotos"
"cg10612274","chr11",63827432,-0.267417477924528,0.267417477924528,"Loss","Weksberg","Sotos"
"cg25433316","chr2",10197543,-0.267572805416204,0.267572805416204,"Loss","Weksberg","Sotos"
"cg11166287","chr14",104888911,-0.267186225860155,0.267186225860155,"Loss","Weksberg","Sotos"
"cg15015426","chr1",159506559,-0.257437364039956,0.257437364039956,"Loss","Weksberg","Sotos"
"cg00000029","chr16",53468112,-0.262778712319645,0.262778712319645,"Loss","Weksberg","Sotos"
"cg08685733","chr17",42215609,-0.265537699889012,0.265537699889012,"Loss","Weksberg","Sotos"
"cg08709333","chr7",73225760,-0.261499296337403,0.261499296337403,"Loss","Weksberg","Sotos"
"cg06724402","chr11",101783583,-0.265492344395117,0.265492344395117,"Loss","Weksberg","Sotos"
"cg09476130","chr1",159870086,-0.267796605715871,0.267796605715871,"Loss","Weksberg","Sotos"
"cg00965168","chr1",227974541,-0.264293783129856,0.264293783129856,"Loss","Weksberg","Sotos"
"cg00583535","chr1",201159906,-0.266406528901221,0.266406528901221,"Loss","Weksberg","Sotos"
"cg08260052","chr16",3304449,-0.261313431742508,0.261313431742508,"Loss","Weksberg","Sotos"
"cg26934993","chr17",40274722,-0.264598861709212,0.264598861709212,"Loss","Weksberg","Sotos"
"cg07555084","chr6",27186199,-0.25599491809101,0.25599491809101,"Loss","Weksberg","Sotos"
"cg14435498","chr10",133251574,-0.262756220865705,0.262756220865705,"Loss","Weksberg","Sotos"
"cg23247955","chr17",48475522,-0.26227444372919,0.26227444372919,"Loss","Weksberg","Sotos"
"cg03211420","chr6",50821399,-0.252350440510544,0.252350440510544,"Loss","Weksberg","Sotos"
"cg08958251","chr11",27270390,-0.263953070699223,0.263953070699223,"Loss","Weksberg","Sotos"
"cg23507802","chr3",13914731,-0.263735101664817,0.263735101664817,"Loss","Weksberg","Sotos"
"cg16454130","chr7",73245439,-0.25953377735849,0.25953377735849,"Loss","Weksberg","Sotos"
"cg26055950","chr1",3600852,-0.266059370954495,0.266059370954495,"Loss","Weksberg","Sotos"
"cg11507770","chr11",129488102,-0.263712638357381,0.263712638357381,"Loss","Weksberg","Sotos"
"cg04130572","chr20",42806000,-0.267367137291898,0.267367137291898,"Loss","Weksberg","Sotos"
"cg16037711","chr1",59280841,-0.267095909766926,0.267095909766926,"Loss","Weksberg","Sotos"
"cg26286839","chr5",79378955,-0.252280628301887,0.252280628301887,"Loss","Weksberg","Sotos"
"cg00363082","chr5",172654771,-0.267306818534961,0.267306818534961,"Loss","Weksberg","Sotos"
"cg01820273","chr6",35754906,-0.263472855382908,0.263472855382908,"Loss","Weksberg","Sotos"
"cg17866778","chr6",26233442,-0.267273675826859,0.267273675826859,"Loss","Weksberg","Sotos"
"cg12893736","chr17",72429636,-0.261074227746948,0.261074227746948,"Loss","Weksberg","Sotos"
"cg11909574","chr11",58598338,-0.260637107214207,0.260637107214207,"Loss","Weksberg","Sotos"
"cg15089314","chr5",78365255,-0.265560781243063,0.265560781243063,"Loss","Weksberg","Sotos"
"cg11660018","chr11",86510915,-0.266770805660377,0.266770805660377,"Loss","Weksberg","Sotos"
"cg18753928","chr3",113234510,-0.265658012885683,0.265658012885683,"Loss","Weksberg","Sotos"
"cg00648184","chr17",60828157,-0.261257553829079,0.261257553829079,"Loss","Weksberg","Sotos"
"cg08976101","chr11",44328423,-0.267037099445061,0.267037099445061,"Loss","Weksberg","Sotos"
"cg19728382","chr5",172757276,-0.263660666925638,0.263660666925638,"Loss","Weksberg","Sotos"
"cg20655369","chr15",89924975,-0.262571996670366,0.262571996670366,"Loss","Weksberg","Sotos"
"cg16179507","chr2",43295306,-0.26244070954495,0.26244070954495,"Loss","Weksberg","Sotos"
"cg25162921","chr9",21801897,-0.264010101886792,0.264010101886792,"Loss","Weksberg","Sotos"
"cg06784539","chr7",138483046,-0.260654871143174,0.260654871143174,"Loss","Weksberg","Sotos"
"cg02276070","chr5",149683066,-0.266791266037736,0.266791266037736,"Loss","Weksberg","Sotos"
"cg03162823","chr12",95941571,-0.2648595427303,0.2648595427303,"Loss","Weksberg","Sotos"
"cg03444077","chr10",45359721,-0.256625860266371,0.256625860266371,"Loss","Weksberg","Sotos"
"cg02136452","chr16",49872492,-0.263945043263041,0.263945043263041,"Loss","Weksberg","Sotos"
"cg09467436","chr2",72079424,-0.266712611431742,0.266712611431742,"Loss","Weksberg","Sotos"
"cg16919708","chr11",133023150,-0.252279871476138,0.252279871476138,"Loss","Weksberg","Sotos"
"cg20772512","chr1",38022359,-0.266637155837104,0.266637155837104,"Loss","Weksberg","Sotos"
"cg02623200","chr1",118727658,-0.26661500754717,0.26661500754717,"Loss","Weksberg","Sotos"
"cg02438164","chr16",4651732,-0.266593271920089,0.266593271920089,"Loss","Weksberg","Sotos"
"cg10799440","chr8",120685686,-0.257769295449501,0.257769295449501,"Loss","Weksberg","Sotos"
"cg15244786","chr12",54446279,-0.264142173029967,0.264142173029967,"Loss","Weksberg","Sotos"
"cg09141303","chr4",103998291,-0.266551370810211,0.266551370810211,"Loss","Weksberg","Sotos"
"cg20893919","chr4",122854168,-0.25391958490566,0.25391958490566,"Loss","Weksberg","Sotos"
"cg04512603","chr7",64345267,-0.256021320532741,0.256021320532741,"Loss","Weksberg","Sotos"
"cg06974662","chr1",8277080,-0.26646628590455,0.26646628590455,"Loss","Weksberg","Sotos"
"cg03555157","chr2",128439171,-0.265993516870144,0.265993516870144,"Loss","Weksberg","Sotos"
"cg13623268","chr9",78912437,-0.265804721634615,0.265804721634615,"Loss","Weksberg","Sotos"
"cg07498426","chr11",125952694,-0.260887448945616,0.260887448945616,"Loss","Weksberg","Sotos"
"cg05506600","chr15",72447967,-0.26639031254162,0.26639031254162,"Loss","Weksberg","Sotos"
"cg02830202","chr16",86953383,-0.266351591675916,0.266351591675916,"Loss","Weksberg","Sotos"
"cg08352755","chr5",145758879,-0.266344419311876,0.266344419311876,"Loss","Weksberg","Sotos"
"cg02608963","chr16",46878553,-0.264534461931188,0.264534461931188,"Loss","Weksberg","Sotos"
"cg12244647","chr22",50737978,-0.264468251231964,0.264468251231964,"Loss","Weksberg","Sotos"
"cg04319873","chr2",164205343,-0.264573954417314,0.264573954417314,"Loss","Weksberg","Sotos"
"cg12987312","chr3",142666108,-0.257425579467259,0.257425579467259,"Loss","Weksberg","Sotos"
"cg07508649","chr6",31873772,-0.265815247502775,0.265815247502775,"Loss","Weksberg","Sotos"
"cg23397023","chr7",149112887,-0.264644494339623,0.264644494339623,"Loss","Weksberg","Sotos"
"cg23587980","chr12",52695568,-0.266175089123196,0.266175089123196,"Loss","Weksberg","Sotos"
"cg19497998","chr6",26595126,-0.259249094339623,0.259249094339623,"Loss","Weksberg","Sotos"
"cg10589385","chr1",150898437,-0.261008862264151,0.261008862264151,"Loss","Weksberg","Sotos"
"cg06889571","chr10",1416791,-0.265781526768868,0.265781526768868,"Loss","Weksberg","Sotos"
"cg01965673","chr3",126700750,-0.258274902663707,0.258274902663707,"Loss","Weksberg","Sotos"
"cg17121140","chr13",111719003,-0.266060896781354,0.266060896781354,"Loss","Weksberg","Sotos"
"cg07207043","chr6",7051497,-0.26516437436182,0.26516437436182,"Loss","Weksberg","Sotos"
"cg24068229","chr19",39523395,-0.264944250277469,0.264944250277469,"Loss","Weksberg","Sotos"
"cg07747661","chr11",125106135,-0.263165078135405,0.263165078135405,"Loss","Weksberg","Sotos"
"cg16651537","chr19",51226536,-0.261202981320755,0.261202981320755,"Loss","Weksberg","Sotos"
"cg15772157","chr10",22766320,-0.264253409944506,0.264253409944506,"Loss","Weksberg","Sotos"
"cg14329783","chr7",75779857,-0.265973376914539,0.265973376914539,"Loss","Weksberg","Sotos"
"cg12544557","chr17",39019545,-0.263281107325194,0.263281107325194,"Loss","Weksberg","Sotos"
"cg16581017","chr7",101256647,-0.263723845172031,0.263723845172031,"Loss","Weksberg","Sotos"
"cg08031492","chr2",469214,-0.257557457466063,0.257557457466063,"Loss","Weksberg","Sotos"
"cg01111041","chr6",32121055,-0.262922058357381,0.262922058357381,"Loss","Weksberg","Sotos"
"cg18680834","chr19",30863349,-0.254747871254162,0.254747871254162,"Loss","Weksberg","Sotos"
"cg10249506","chr22",42734458,-0.262429507325194,0.262429507325194,"Loss","Weksberg","Sotos"
"cg16602316","chr14",93698053,-0.264247067411765,0.264247067411765,"Loss","Weksberg","Sotos"
"cg11068289","chr17",78955884,-0.265747582130966,0.265747582130966,"Loss","Weksberg","Sotos"
"cg27312338","chr16",57832198,-0.261444581243063,0.261444581243063,"Loss","Weksberg","Sotos"
"cg08601628","chr8",10555466,-0.265699134406215,0.265699134406215,"Loss","Weksberg","Sotos"
"cg27282900","chr6",30095258,-0.263318975038846,0.263318975038846,"Loss","Weksberg","Sotos"
"cg05407338","chr17",8213522,-0.264630331853496,0.264630331853496,"Loss","Weksberg","Sotos"
"cg11367633","chr20",40247916,-0.263426083573807,0.263426083573807,"Loss","Weksberg","Sotos"
"cg15344726","chr13",20717346,-0.25712430954495,0.25712430954495,"Loss","Weksberg","Sotos"
"cg08245096","chr7",140135299,-0.265559094561598,0.265559094561598,"Loss","Weksberg","Sotos"
"cg06084073","chr15",40544353,-0.265369154495006,0.265369154495006,"Loss","Weksberg","Sotos"
"cg10137597","chr8",22132714,-0.259162392341842,0.259162392341842,"Loss","Weksberg","Sotos"
"cg16680214","chr1",154839983,-0.2559811,0.2559811,"Loss","Weksberg","Sotos"
"cg00255889","chr13",26586288,-0.261691895005549,0.261691895005549,"Loss","Weksberg","Sotos"
"cg01568317","chr14",74895911,-0.257436517203108,0.257436517203108,"Loss","Weksberg","Sotos"
"cg14466942","chr6",17282700,-0.264564189900111,0.264564189900111,"Loss","Weksberg","Sotos"
"cg11797717","chr17",43198278,-0.253941689123196,0.253941689123196,"Loss","Weksberg","Sotos"
"cg17321385","chr2",132429793,-0.264660937624861,0.264660937624861,"Loss","Weksberg","Sotos"
"cg17757980","chr10",46971495,-0.262801605216426,0.262801605216426,"Loss","Weksberg","Sotos"
"cg12717963","chr5",180622179,-0.265297542533937,0.265297542533937,"Loss","Weksberg","Sotos"
"cg01431140","chr17",35118924,-0.265292926526082,0.265292926526082,"Loss","Weksberg","Sotos"
"cg23053961","chr9",4300432,-0.265286157602664,0.265286157602664,"Loss","Weksberg","Sotos"
"cg06760077","chr2",119068497,-0.262608757602664,0.262608757602664,"Loss","Weksberg","Sotos"
"cg12281620","chr19",2525290,-0.262248354051054,0.262248354051054,"Loss","Weksberg","Sotos"
"cg26304689","chr5",172727569,-0.258868245061043,0.258868245061043,"Loss","Weksberg","Sotos"
"cg05645982","chr8",124219077,-0.264992080392157,0.264992080392157,"Loss","Weksberg","Sotos"
"cg03555881","chr6",31275551,-0.259051963800905,0.259051963800905,"Loss","Weksberg","Sotos"
"cg04299200","chr5",534332,-0.264987648303167,0.264987648303167,"Loss","Weksberg","Sotos"
"cg20673819","chr6",166354015,-0.252222774139845,0.252222774139845,"Loss","Weksberg","Sotos"
"cg08334034","chr15",93615039,-0.263041664150943,0.263041664150943,"Loss","Weksberg","Sotos"
"cg09606832","chr6",10405427,-0.263137133851276,0.263137133851276,"Loss","Weksberg","Sotos"
"cg16791134","chr3",12200856,-0.264913524528302,0.264913524528302,"Loss","Weksberg","Sotos"
"cg15235893","chr2",235406363,-0.26489749045505,0.26489749045505,"Loss","Weksberg","Sotos"
"cg21370924","chr3",141087313,-0.262053278024417,0.262053278024417,"Loss","Weksberg","Sotos"
"cg01227744","chr2",20644371,-0.264878796781354,0.264878796781354,"Loss","Weksberg","Sotos"
"cg15442037","chr11",69286293,-0.264373391786903,0.264373391786903,"Loss","Weksberg","Sotos"
"cg20075675","chr12",106458455,-0.264799132297447,0.264799132297447,"Loss","Weksberg","Sotos"
"cg00700487","chr7",150706128,-0.260030894228635,0.260030894228635,"Loss","Weksberg","Sotos"
"cg08121453","chr1",248855364,-0.26161856082131,0.26161856082131,"Loss","Weksberg","Sotos"
"cg09384937","chr12",49359996,-0.264331390788013,0.264331390788013,"Loss","Weksberg","Sotos"
"cg27282281","chr7",112262583,-0.254064059156493,0.254064059156493,"Loss","Weksberg","Sotos"
"cg19659004","chr14",103388958,-0.258966494850166,0.258966494850166,"Loss","Weksberg","Sotos"
"cg23591611","chr12",133177827,-0.258267546836848,0.258267546836848,"Loss","Weksberg","Sotos"
"cg24015889","chr17",2951719,-0.260075464261931,0.260075464261931,"Loss","Weksberg","Sotos"
"cg21211253","chr5",139168323,-0.264582091564928,0.264582091564928,"Loss","Weksberg","Sotos"
"cg12728621","chr20",34743092,-0.262373743174251,0.262373743174251,"Loss","Weksberg","Sotos"
"cg20003893","chr8",144489567,-0.262879505660377,0.262879505660377,"Loss","Weksberg","Sotos"
"cg04059762","chr16",53544020,-0.26282370754717,0.26282370754717,"Loss","Weksberg","Sotos"
"cg00509207","chr12",31078979,-0.264177586681465,0.264177586681465,"Loss","Weksberg","Sotos"
"cg17267654","chr6",170411557,-0.261577169811321,0.261577169811321,"Loss","Weksberg","Sotos"
"cg26122451","chr7",92672950,-0.261095681576027,0.261095681576027,"Loss","Weksberg","Sotos"
"cg10279314","chr6",27185896,-0.257092566703663,0.257092566703663,"Loss","Weksberg","Sotos"
"cg20240715","chr21",35828503,-0.26149994017758,0.26149994017758,"Loss","Weksberg","Sotos"
"cg06835125","chr2",105797369,-0.255609821309656,0.255609821309656,"Loss","Weksberg","Sotos"
"cg17642369","chr7",47783644,-0.263050913041065,0.263050913041065,"Loss","Weksberg","Sotos"
"cg04131405","chr17",48051691,-0.260756539400666,0.260756539400666,"Loss","Weksberg","Sotos"
"cg22694931","chr6",168702788,-0.259492924417314,0.259492924417314,"Loss","Weksberg","Sotos"
"cg10765171","chr13",23270757,-0.247100332408435,0.247100332408435,"Loss","Weksberg","Sotos"
"cg00469015","chr15",69744684,-0.263585278768036,0.263585278768036,"Loss","Weksberg","Sotos"
"cg20764575","chr7",24797884,-0.260297109877913,0.260297109877913,"Loss","Weksberg","Sotos"
"cg23628563","chr7",112262597,-0.255715081021088,0.255715081021088,"Loss","Weksberg","Sotos"
"cg09948179","chr15",42328988,-0.261001535613207,0.261001535613207,"Loss","Weksberg","Sotos"
"cg20996561","chr22",40082316,-0.260890486237514,0.260890486237514,"Loss","Weksberg","Sotos"
"cg03020006","chr2",202483740,-0.261305862669683,0.261305862669683,"Loss","Weksberg","Sotos"
"cg21291672","chr1",29451713,-0.258168422197558,0.258168422197558,"Loss","Weksberg","Sotos"
"cg03262627","chr8",57029877,-0.255921713461538,0.255921713461538,"Loss","Weksberg","Sotos"
"cg22284422","chr18",74240476,-0.263394180355161,0.263394180355161,"Loss","Weksberg","Sotos"
"cg20307496","chr22",37955927,-0.264145318867924,0.264145318867924,"Loss","Weksberg","Sotos"
"cg10422709","chr15",53083978,-0.26414120199778,0.26414120199778,"Loss","Weksberg","Sotos"
"cg15731001","chrX",152954859,-0.250981377358491,0.250981377358491,"Loss","Weksberg","Sotos"
"cg16773028","chr1",111148339,-0.26410504572697,0.26410504572697,"Loss","Weksberg","Sotos"
"cg17571266","chr12",54763211,-0.249483807769145,0.249483807769145,"Loss","Weksberg","Sotos"
"cg05530630","chr7",55224743,-0.258731001664817,0.258731001664817,"Loss","Weksberg","Sotos"
"cg20149170","chr1",23105148,-0.259421280799112,0.259421280799112,"Loss","Weksberg","Sotos"
"cg13673514","chr14",101035818,-0.26031871254162,0.26031871254162,"Loss","Weksberg","Sotos"
"cg03463990","chr15",74534692,-0.264038185481852,0.264038185481852,"Loss","Weksberg","Sotos"
"cg05726758","chr16",88448456,-0.2545673236404,0.2545673236404,"Loss","Weksberg","Sotos"
"cg06708213","chr17",74864041,-0.262041336403996,0.262041336403996,"Loss","Weksberg","Sotos"
"cg05079544","chr16",48644408,-0.258740819755827,0.258740819755827,"Loss","Weksberg","Sotos"
"cg16149919","chr15",99548954,-0.263981423529412,0.263981423529412,"Loss","Weksberg","Sotos"
"cg23591302","chr12",42876090,-0.263962933740289,0.263962933740289,"Loss","Weksberg","Sotos"
"cg22816857","chr19",11565391,-0.249305583018868,0.249305583018868,"Loss","Weksberg","Sotos"
"cg26572207","chr8",20161947,-0.258005094894562,0.258005094894562,"Loss","Weksberg","Sotos"
"cg15489799","chr1",1098380,-0.263600633407325,0.263600633407325,"Loss","Weksberg","Sotos"
"cg03892457","chr1",159157066,-0.262185414761376,0.262185414761376,"Loss","Weksberg","Sotos"
"cg09033333","chr10",133892406,-0.257038705993341,0.257038705993341,"Loss","Weksberg","Sotos"
"cg10750464","chr19",11534062,-0.261872294339623,0.261872294339623,"Loss","Weksberg","Sotos"
"cg26906998","chr17",17108846,-0.262990293862375,0.262990293862375,"Loss","Weksberg","Sotos"
"cg01310397","chr3",195490033,-0.263778194894562,0.263778194894562,"Loss","Weksberg","Sotos"
"cg01116161","chr5",28810402,-0.262092939955605,0.262092939955605,"Loss","Weksberg","Sotos"
"cg04254769","chr5",141674673,-0.252315987569367,0.252315987569367,"Loss","Weksberg","Sotos"
"cg25620797","chr2",55921863,-0.262964516315205,0.262964516315205,"Loss","Weksberg","Sotos"
"cg04994481","chr14",65345381,-0.263127616759157,0.263127616759157,"Loss","Weksberg","Sotos"
"cg03638715","chr16",4665704,-0.257139010765816,0.257139010765816,"Loss","Weksberg","Sotos"
"cg00771642","chr19",48988436,-0.259268721040724,0.259268721040724,"Loss","Weksberg","Sotos"
"cg12468238","chr5",3598319,-0.259922756825749,0.259922756825749,"Loss","Weksberg","Sotos"
"cg19706795","chr7",24797839,-0.255560293229745,0.255560293229745,"Loss","Weksberg","Sotos"
"cg21199045","chr18",76324738,-0.261206680466149,0.261206680466149,"Loss","Weksberg","Sotos"
"cg02311932","chr6",17282853,-0.260998888901221,0.260998888901221,"Loss","Weksberg","Sotos"
"cg09893504","chr2",11273901,-0.263498068590455,0.263498068590455,"Loss","Weksberg","Sotos"
"cg05674602","chr2",16153506,-0.263430821786903,0.263430821786903,"Loss","Weksberg","Sotos"
"cg08602346","chr13",113242997,-0.254174729189789,0.254174729189789,"Loss","Weksberg","Sotos"
"cg08818829","chr5",13810279,-0.255465515316315,0.255465515316315,"Loss","Weksberg","Sotos"
"cg08896939","chr17",29297380,-0.263390207558269,0.263390207558269,"Loss","Weksberg","Sotos"
"cg02854229","chr14",101962994,-0.254308497891232,0.254308497891232,"Loss","Weksberg","Sotos"
"cg02687418","chr11",85393765,-0.247200300044395,0.247200300044395,"Loss","Weksberg","Sotos"
"cg03451178","chr2",172864273,-0.255785662930078,0.255785662930078,"Loss","Weksberg","Sotos"
"cg23487312","chr3",62401106,-0.262180833407325,0.262180833407325,"Loss","Weksberg","Sotos"
"cg16691177","chr4",165898666,-0.260925895516093,0.260925895516093,"Loss","Weksberg","Sotos"
"cg24880736","chr7",156870822,-0.25819661354051,0.25819661354051,"Loss","Weksberg","Sotos"
"cg13293535","chr8",11597251,-0.247337351609323,0.247337351609323,"Loss","Weksberg","Sotos"
"cg08820801","chr19",39465821,-0.261167138956715,0.261167138956715,"Loss","Weksberg","Sotos"
"cg07923390","chr6",35109242,-0.257674560377358,0.257674560377358,"Loss","Weksberg","Sotos"
"cg12258454","chr3",125985563,-0.263188647502775,0.263188647502775,"Loss","Weksberg","Sotos"
"cg20367961","chr1",41950237,-0.262475418312986,0.262475418312986,"Loss","Weksberg","Sotos"
"cg17641566","chr10",73565966,-0.262513304550499,0.262513304550499,"Loss","Weksberg","Sotos"
"cg08420135","chr12",52717725,-0.260226530521643,0.260226530521643,"Loss","Weksberg","Sotos"
"cg25607643","chr15",40730161,-0.263110011986682,0.263110011986682,"Loss","Weksberg","Sotos"
"cg02227331","chr2",234663937,-0.26251647536071,0.26251647536071,"Loss","Weksberg","Sotos"
"cg19380722","chr10",102090351,-0.263067557158713,0.263067557158713,"Loss","Weksberg","Sotos"
"cg05496603","chr6",44237813,-0.263029723751387,0.263029723751387,"Loss","Weksberg","Sotos"
"cg06766541","chr7",128556540,-0.261846985682575,0.261846985682575,"Loss","Weksberg","Sotos"
"cg12379307","chr6",123109837,-0.262856943840178,0.262856943840178,"Loss","Weksberg","Sotos"
"cg11968118","chr17",16474839,-0.262994507658158,0.262994507658158,"Loss","Weksberg","Sotos"
"cg18385190","chr14",104940369,-0.260797117314095,0.260797117314095,"Loss","Weksberg","Sotos"
"cg26688911","chr20",39969536,-0.26034100036626,0.26034100036626,"Loss","Weksberg","Sotos"
"cg10208897","chr5",178548229,-0.260999734295228,0.260999734295228,"Loss","Weksberg","Sotos"
"cg11950360","chr18",34834690,-0.252518435294118,0.252518435294118,"Loss","Weksberg","Sotos"
"cg02635786","chr10",115939284,-0.24117805361991,0.24117805361991,"Loss","Weksberg","Sotos"
"cg01700504","chr13",20805391,-0.262836507103219,0.262836507103219,"Loss","Weksberg","Sotos"
"cg15520962","chr19",55888146,-0.26283140854606,0.26283140854606,"Loss","Weksberg","Sotos"
"cg04872675","chr12",108983234,-0.261164898779134,0.261164898779134,"Loss","Weksberg","Sotos"
"cg17930194","chr9",124982834,-0.260953327158713,0.260953327158713,"Loss","Weksberg","Sotos"
"cg16570507","chr10",88024598,-0.262801512652608,0.262801512652608,"Loss","Weksberg","Sotos"
"cg02445968","chr10",1449028,-0.26278734972253,0.26278734972253,"Loss","Weksberg","Sotos"
"cg05211480","chr14",21148814,-0.255097612319645,0.255097612319645,"Loss","Weksberg","Sotos"
"cg01984511","chr12",113495839,-0.262767135849057,0.262767135849057,"Loss","Weksberg","Sotos"
"cg01095004","chr16",88454883,-0.258357442841287,0.258357442841287,"Loss","Weksberg","Sotos"
"cg05708536","chr1",113285118,-0.256753420022624,0.256753420022624,"Loss","Weksberg","Sotos"
"cg01917340","chr14",90720130,-0.258595611320755,0.258595611320755,"Loss","Weksberg","Sotos"
"cg17201651","chr10",111683631,-0.253486094672586,0.253486094672586,"Loss","Weksberg","Sotos"
"cg26584034","chr5",150017204,-0.261663554605993,0.261663554605993,"Loss","Weksberg","Sotos"
"cg15014458","chr19",43969810,-0.261328263485017,0.261328263485017,"Loss","Weksberg","Sotos"
"cg17987384","chr17",26634469,-0.262663110432852,0.262663110432852,"Loss","Weksberg","Sotos"
"cg23916496","chr10",85997314,-0.260906593229745,0.260906593229745,"Loss","Weksberg","Sotos"
"cg01189915","chr7",128095027,-0.260902924306326,0.260902924306326,"Loss","Weksberg","Sotos"
"cg04100190","chr1",40783264,-0.262652410987791,0.262652410987791,"Loss","Weksberg","Sotos"
"cg04495354","chr16",57294356,-0.262243614253394,0.262243614253394,"Loss","Weksberg","Sotos"
"cg15467577","chr19",35547085,-0.262642711764706,0.262642711764706,"Loss","Weksberg","Sotos"
"cg13695646","chr5",78407509,-0.257726796448391,0.257726796448391,"Loss","Weksberg","Sotos"
"cg01266390","chr10",125034002,-0.260758446059933,0.260758446059933,"Loss","Weksberg","Sotos"
"cg25521622","chr2",231714466,-0.262616544839068,0.262616544839068,"Loss","Weksberg","Sotos"
"cg19702802","chr19",46417729,-0.258818910987791,0.258818910987791,"Loss","Weksberg","Sotos"
"cg07785717","chr19",54485321,-0.262429280799112,0.262429280799112,"Loss","Weksberg","Sotos"
"cg01443452","chr19",36024439,-0.260930219866815,0.260930219866815,"Loss","Weksberg","Sotos"
"cg23257225","chr1",203123144,-0.261172583684795,0.261172583684795,"Loss","Weksberg","Sotos"
"cg00839584","chr2",113542091,-0.253431199778024,0.253431199778024,"Loss","Weksberg","Sotos"
"cg26840462","chr11",125220543,-0.260947114317425,0.260947114317425,"Loss","Weksberg","Sotos"
"cg10817554","chr2",231714705,-0.262491765038846,0.262491765038846,"Loss","Weksberg","Sotos"
"cg17510121","chr6",35182910,-0.262233547613762,0.262233547613762,"Loss","Weksberg","Sotos"
"cg15927699","chr1",37856881,-0.261607352719201,0.261607352719201,"Loss","Weksberg","Sotos"
"cg23515411","chr11",134632361,-0.262295397780244,0.262295397780244,"Loss","Weksberg","Sotos"
"cg04964333","chr20",39969604,-0.259420197891232,0.259420197891232,"Loss","Weksberg","Sotos"
"cg18031326","chr11",68079681,-0.255473889345172,0.255473889345172,"Loss","Weksberg","Sotos"
"cg26133081","chr13",20736342,-0.262070530965594,0.262070530965594,"Loss","Weksberg","Sotos"
"cg22728830","chr11",58667964,-0.251575295560488,0.251575295560488,"Loss","Weksberg","Sotos"
"cg13977320","chr9",116859631,-0.262221739067703,0.262221739067703,"Loss","Weksberg","Sotos"
"cg14701108","chr2",3131293,-0.25680820954495,0.25680820954495,"Loss","Weksberg","Sotos"
"cg01114163","chr5",1856713,-0.258113590788013,0.258113590788013,"Loss","Weksberg","Sotos"
"cg06211243","chr18",12907446,-0.260793459267481,0.260793459267481,"Loss","Weksberg","Sotos"
"cg05312960","chr22",25159879,-0.25600047136515,0.25600047136515,"Loss","Weksberg","Sotos"
"cg24728050","chr11",3253797,-0.25901294372919,0.25901294372919,"Loss","Weksberg","Sotos"
"cg26993965","chr18",76617016,-0.26139599445061,0.26139599445061,"Loss","Weksberg","Sotos"
"cg16107528","chr17",8928451,-0.258407816204217,0.258407816204217,"Loss","Weksberg","Sotos"
"cg25011257","chr11",2193187,-0.256664127302997,0.256664127302997,"Loss","Weksberg","Sotos"
"cg16672421","chr1",229480001,-0.254882015205327,0.254882015205327,"Loss","Weksberg","Sotos"
"cg07803420","chr6",30851517,-0.256364617647059,0.256364617647059,"Loss","Weksberg","Sotos"
