"Probes","Chr","Pos"
"cg09384937","chr12",49359996
"cg27282281","chr7",112262583
"cg19659004","chr14",103388958
"cg23591611","chr12",133177827
"cg24015889","chr17",2951719
"cg21211253","chr5",139168323
"cg12728621","chr20",34743092
"cg20003893","chr8",144489567
"cg04059762","chr16",53544020
"cg00509207","chr12",31078979
"cg17267654","chr6",170411557
"cg26122451","chr7",92672950
"cg10279314","chr6",27185896
"cg20240715","chr21",35828503
"cg06835125","chr2",105797369
"cg17642369","chr7",47783644
"cg04131405","chr17",48051691
"cg22694931","chr6",168702788
"cg10765171","chr13",23270757
"cg00469015","chr15",69744684
"cg20764575","chr7",24797884
"cg23628563","chr7",112262597
"cg09948179","chr15",42328988
"cg20996561","chr22",40082316
"cg03020006","chr2",202483740
"cg21291672","chr1",29451713
"cg03262627","chr8",57029877
"cg22284422","chr18",74240476
"cg20307496","chr22",37955927
"cg10422709","chr15",53083978
"cg15731001","chrX",152954859
"cg16773028","chr1",111148339
"cg17571266","chr12",54763211
"cg05530630","chr7",55224743
"cg20149170","chr1",23105148
"cg13673514","chr14",101035818
"cg03463990","chr15",74534692
"cg05726758","chr16",88448456
"cg06708213","chr17",74864041
"cg05079544","chr16",48644408
"cg16149919","chr15",99548954
"cg23591302","chr12",42876090
"cg22816857","chr19",11565391
"cg26572207","chr8",20161947
"cg15489799","chr1",1098380
"cg03892457","chr1",159157066
"cg09033333","chr10",133892406
"cg10750464","chr19",11534062
"cg26906998","chr17",17108846
"cg01310397","chr3",195490033
"cg01116161","chr5",28810402
"cg04254769","chr5",141674673
"cg25620797","chr2",55921863
"cg04994481","chr14",65345381
"cg03638715","chr16",4665704
"cg00771642","chr19",48988436
"cg12468238","chr5",3598319
"cg19706795","chr7",24797839
"cg21199045","chr18",76324738
"cg02311932","chr6",17282853
"cg09893504","chr2",11273901
"cg05674602","chr2",16153506
"cg08602346","chr13",113242997
"cg08818829","chr5",13810279
"cg08896939","chr17",29297380
"cg02854229","chr14",101962994
"cg02687418","chr11",85393765
"cg03451178","chr2",172864273
"cg23487312","chr3",62401106
"cg16691177","chr4",165898666
"cg24880736","chr7",156870822
"cg13293535","chr8",11597251
"cg08820801","chr19",39465821
"cg07923390","chr6",35109242
"cg12258454","chr3",125985563
"cg20367961","chr1",41950237
"cg17641566","chr10",73565966
"cg08420135","chr12",52717725
"cg25607643","chr15",40730161
"cg02227331","chr2",234663937
"cg19380722","chr10",102090351
"cg05496603","chr6",44237813
"cg06766541","chr7",128556540
"cg12379307","chr6",123109837
"cg11968118","chr17",16474839
"cg18385190","chr14",104940369
"cg26688911","chr20",39969536
"cg10208897","chr5",178548229
"cg11950360","chr18",34834690
"cg02635786","chr10",115939284
"cg01700504","chr13",20805391
"cg15520962","chr19",55888146
"cg04872675","chr12",108983234
"cg17930194","chr9",124982834
"cg16570507","chr10",88024598
"cg02445968","chr10",1449028
"cg05211480","chr14",21148814
"cg01984511","chr12",113495839
"cg01095004","chr16",88454883
"cg05708536","chr1",113285118
"cg01917340","chr14",90720130
"cg17201651","chr10",111683631
"cg26584034","chr5",150017204
"cg15014458","chr19",43969810
"cg17987384","chr17",26634469
"cg23916496","chr10",85997314
"cg01189915","chr7",128095027
"cg04100190","chr1",40783264
"cg04495354","chr16",57294356
"cg15467577","chr19",35547085
"cg13695646","chr5",78407509
"cg01266390","chr10",125034002
"cg25521622","chr2",231714466
"cg19702802","chr19",46417729
"cg07785717","chr19",54485321
"cg01443452","chr19",36024439
"cg23257225","chr1",203123144
"cg00839584","chr2",113542091
"cg26840462","chr11",125220543
"cg10817554","chr2",231714705
"cg17510121","chr6",35182910
"cg15927699","chr1",37856881
"cg23515411","chr11",134632361
"cg04964333","chr20",39969604
"cg18031326","chr11",68079681
"cg26133081","chr13",20736342
"cg22728830","chr11",58667964
"cg13977320","chr9",116859631
"cg14701108","chr2",3131293
"cg01114163","chr5",1856713
"cg06211243","chr18",12907446
"cg05312960","chr22",25159879
"cg24728050","chr11",3253797
"cg26993965","chr18",76617016
"cg16107528","chr17",8928451
"cg25011257","chr11",2193187
"cg16672421","chr1",229480001
"cg07803420","chr6",30851517
"cg13163521","chr15",41803428
"cg05930207","chr17",38518520
"cg17191443","chr20",43929629
"cg26077005","chr6",27236793
"cg08985785","chr6",39196340
"cg18242139","chr1",50574837
"cg04259752","chr8",23262159
"cg22440848","chr4",184320416
"cg14289461","chr6",112575929
"cg15778434","chr19",54493114
"cg08836375","chr6",164393796
"cg05766948","chr2",136783356
"cg13622265","chr9",124584474
"cg16813662","chr13",100650387
"cg08000731","chr11",316247
"cg09884310","chr6",27065428
"cg07195674","chr14",105603460
"cg03184588","chr12",31480300
"cg02455706","chr16",84918851
"cg05551068","chr12",118454026
"cg14942906","chr11",67384040
"cg26773791","chr11",94883242
"cg19730268","chr14",71022823
"cg05338187","chr1",236686598
"cg08414643","chr5",153873149
"cg00009053","chr11",61283865
"cg10115348","chr1",17865653
"cg00800679","chr4",15940058
"cg14223654","chr2",45397802
"cg04232360","chr1",2792744
"cg25470758","chr1",31280143
"cg13734535","chr9",132948449
"cg06769994","chr17",48288538
"cg06720467","chr1",27189440
"cg02847897","chr4",88142275
"cg08777316","chr5",158531511
"cg16154524","chr17",26633895
"cg25322720","chr17",19628292
"cg17181653","chr6",144417537
"cg06378100","chr16",48656724
"cg08293242","chr13",112997541
"cg05543030","chr2",45005364
"cg26817877","chr2",173539621
"cg04986504","chr11",12031266
"cg14020904","chr17",77019779
"cg11985839","chr6",30853007
"cg09259772","chr7",12726089
"cg14266410","chr14",92036630
"cg18264486","chr6",31650916
"cg24716558","chr17",72915784
"cg17382918","chr20",57042544
"cg19307528","chr8",74004928
"cg00455331","chr2",241640296
"cg05100432","chr14",104889005
"cg23093692","chr1",234367145
"cg04313735","chr11",73357194
"cg24254488","chr7",25991654
"cg14266237","chr19",12995624
"cg02602264","chr7",1026310
"cg04781339","chr21",44781686
"cg18033416","chr17",30592033
"cg16071029","chr6",1594034
"cg19443750","chr13",112996588
"cg21653641","chr19",49222892
"cg12416033","chr19",36484731
"cg27343801","chr19",46444017
"cg07688931","chr5",122420638
"cg16851282","chr11",3254011
"cg05442477","chr21",34444584
"cg08370430","chr17",12927578
"cg08661360","chr6",32016247
"cg18717329","chr14",76779341
"cg03890167","chr1",203242638
"cg01268571","chr2",170624998
"cg16532282","chr1",226271799
"cg02198562","chr11",134582289
"cg25249286","chr2",242713790
"cg14476358","chr9",127237646
"cg08942800","chr6",49681310
"cg10313047","chr3",52351355
"cg25217583","chr1",50574383
"cg08802482","chr7",2657119
"cg02826525","chr2",39186885
"cg22138002","chr18",44237002
"cg01690119","chr16",88511822
"cg16987606","chr17",72426469
"cg22033281","chr11",111325754
"cg09159285","chr1",6664134
"cg17820828","chr11",2813298
"cg02758247","chr18",59222050
"cg12672189","chr6",32427868
"cg11194698","chr7",44184840
"cg11747081","chr13",76444823
"cg16440561","chr2",220312854
"cg19380499","chr3",128722515
"cg08121652","chr1",48381824
"cg11364888","chr12",116920304
"cg10132767","chr6",168216661
"cg10409299","chr7",150498843
"cg22398616","chr13",53314203
"cg07814122","chr12",13196942
"cg04120272","chr17",37123843
"cg10265365","chr19",42827690
"cg26312935","chr15",59279406
"cg16405908","chr11",3253896
"cg16715722","chr10",102890296
"cg12793096","chr6",164393643
"cg06949812","chr17",38517993
"cg17463698","chr15",83477712
"cg00169782","chr17",39791734
"cg13475995","chr10",5882576
"cg21607649","chr10",134884177
"cg27387193","chr6",32064032
"cg05928980","chr1",29567425
"cg10461261","chr15",78109450
"cg09103073","chr17",39019724
"cg25013303","chr1",10961257
"cg04779752","chr7",73245457
"cg22894896","chr17",29886890
"cg08422645","chr1",210446261
"cg02475301","chr11",3253838
"cg09511741","chr19",49668729
"cg26530345","chr2",220312410
"cg23424043","chr7",138795004
"cg12070285","chr6",74072447
"cg18049167","chr6",32121261
"cg04683509","chr19",45885800
"cg07740110","chr17",3439203
"cg18061197","chr8",101117958
"cg11043571","chr4",166301076
"cg26923084","chr14",52536893
"cg26600802","chr10",115939115
"cg15365218","chr11",33396859
"cg24479014","chr11",102702656
"cg02888048","chr7",98335163
"cg03025830","chr8",21905599
"cg12552293","chr17",36997731
"cg11858450","chr19",15132184
"cg01991625","chr16",54404353
"cg03499943","chr10",126211704
"cg00660106","chr10",118885753
"cg01444808","chr5",132113860
"cg06470855","chr13",112997365
"cg12468774","chr3",49236860
"cg21615654","chr5",4213084
"cg16189953","chr18",76674571
"cg03492827","chr7",72838601
"cg15899727","chr1",1003529
"cg20945085","chr2",74875227
"cg20675702","chr10",13200491
"cg24332577","chr20",50419248
"cg14637144","chr3",196750506
"cg26644395","chr10",5407020
"cg05628160","chr8",54785374
"cg14716095","chr13",20968690
"cg12458966","chr1",223674115
"cg25201101","chr12",131355465
"cg20816104","chr2",131577425
"cg17590162","chr11",63827361
"cg07008193","chr11",46318527
"cg11821245","chr11",18433683
"cg22738655","chr10",13276306
"cg05096467","chr17",56744490
"cg22478544","chr5",980841
"cg09826056","chr1",78511360
"cg06691250","chr10",7517807
"cg13476313","chr9",127244764
"cg01675158","chr14",99988776
"cg04321555","chr19",34285737
"cg07138793","chr15",28148330
"cg05329578","chr9",2241688
"cg10245967","chr1",46966189
"cg13422817","chr12",4550927
"cg25923214","chr17",74864205
"cg09201238","chr17",79486912
"cg05653018","chr1",201979533
"cg12078872","chr6",110721629
"cg11789681","chr15",74046708
"cg25530735","chr5",6572733
"cg03755115","chr11",76858729
"cg08175536","chr15",89927750
"cg10455971","chr5",101119566
"cg08122232","chr17",74100132
"cg18223453","chr17",59554746
"cg14673415","chr6",112688010
"cg01759672","chr5",137593418
"cg05293216","chr9",35080812
"cg06814287","chr6",32120584
"cg17867243","chr15",42371653
"cg09879253","chr17",45935359
"cg27194211","chr17",4503171
"cg21488617","chr1",38022586
"cg13809095","chr10",65647092
"cg18964375","chr1",33772147
"cg00901554","chr4",1042225
"cg04617936","chr2",214353
"cg01963623","chr22",18632433
"cg05517791","chr7",73157351
"cg17908602","chr1",117317903
"cg03332701","chr15",63793652
"cg05804139","chr6",1321767
"cg14191654","chr20",44829602
"cg21964928","chr5",153872958
"cg13749379","chr17",41833161
"cg16166968","chr1",120439036
"cg24371114","chr4",24913973
"cg21205031","chr2",32502699
"cg05184311","chr1",201253537
"cg05728902","chr12",57849029
"cg19524572","chr14",95156762
"cg16761096","chr7",51383119
"cg03987884","chr18",61616862
"cg14488962","chr11",131510278
"cg17168157","chr8",101118843
"cg24867279","chr6",28853021
"cg02939356","chr3",46875760
"cg14210678","chr9",129431627
"cg09576762","chr15",99548859
"cg16425726","chr4",83680145
"cg14992524","chr8",10586135
"cg04471507","chr1",26233376
"cg26636010","chr2",20306539
"cg07504598","chr7",24797786
"cg24919768","chr2",110873031
"cg01806151","chr1",2470965
"cg18105179","chr2",242741407
"cg11794215","chr17",35423816
"cg26750002","chr19",49244674
"cg08770961","chr16",66956122
"cg25418852","chr19",35068221
"cg22952917","chr15",69325449
"cg03800939","chr11",124933814
"cg22157494","chr1",3774827
"cg00301396","chr16",30572929
"cg07102320","chr11",46171075
"cg14825555","chr1",27190639
"cg17623793","chr5",4230872
"cg09556447","chr6",36927100
"cg04017036","chr16",73104388
"cg19331988","chr2",88771031
"cg21811204","chr5",132158625
"cg14858616","chr10",72219819
"cg21761639","chr7",31533786
"cg03238581","chr15",76006143
"cg04839131","chr7",150644715
"cg12197752","chr5",101119766
"cg01783554","chr8",101872421
"cg26877596","chr12",106534217
"cg24231558","chr7",16626326
"cg24125828","chr6",32117049
"cg06093039","chr12",131527216
"cg04637454","chr6",41651066
"cg15542459","chr10",129947756
"cg00555085","chr16",87616248
"cg19163067","chr1",36042438
"cg09468051","chr4",41879262
"cg11482879","chr17",4480083
"cg19821361","chr21",46012520
"cg27008363","chr12",54449761
"cg10467371","chr6",167560347
"cg06217323","chr3",75445502
"cg01907837","chr6",37321337
"cg08638044","chr15",27819924
"cg08370178","chr5",43034043
"cg02151983","chr3",194756646
"cg16511795","chr4",3535009
"cg06862049","chr19",49001890
"cg15283852","chr17",9550296
"cg20929609","chr1",40626736
"cg03890691","chr16",30023615
"cg11196848","chr8",16859833
"cg00930707","chr1",201951162
"cg11382666","chr6",20032841
"cg19180828","chr1",6265220
"cg23144063","chr3",58570828
"cg20488756","chr6",30131586
"cg24368876","chr1",170899285
"cg18310895","chr20",62086195
"cg01258050","chr10",135010532
"cg11613902","chr10",98156120
"cg23129573","chr7",73442487
"cg12828018","chr11",59437416
"cg21593676","chr4",88142277
"cg02780269","chr17",80292252
"cg20516209","chr2",27301943
"cg10336790","chr7",112725899
"cg10430077","chr5",180648553
"cg02174092","chr10",43846539
"cg16529323","chr18",20137449
"cg20467658","chr15",89933347
"cg18120323","chr1",1978732
"cg04249191","chr1",27384423
"cg13630131","chr7",25891154
"cg03270204","chr6",30851638
"cg14640244","chr9",139636493
"cg02828104","chr20",48770800
"cg01475377","chr6",109611718
"cg12924302","chr5",154070373
"cg09501821","chr15",67356387
"cg04104776","chr17",3439336
"cg15442434","chr6",170210649
"cg21497977","chr6",159360984
"cg07755203","chr2",150177004
"cg07311419","chr11",79197548
"cg24506936","chr8",143535891
"cg20636352","chr2",200468832
"cg04307107","chr20",50180603
"cg25782983","chr11",74950764
"cg22591480","chr10",91296252
"cg03703111","chr5",92925721
"cg19701087","chr6",52859008
"cg07880854","chr2",112895559
"cg02677192","chr21",45138294
"cg11654325","chr2",242810927
"cg08011245","chr19",55975827
"cg24369989","chr15",78933807
"cg10173814","chr9",128170166
"cg06699564","chr8",95651099
"cg16328007","chr1",41119988
"cg25037335","chr8",740043
"cg22038738","chr8",42064673
"cg22122321","chr4",85407081
"cg22539356","chr15",87667434
"cg23553912","chr3",159558031
"cg18665594","chr5",101119420
"cg12020444","chr12",130821456
"cg00583861","chr1",32014363
"cg03689146","chr7",52341810
"cg03540622","chr3",42706066
"cg27355653","chr15",89940260
"cg05866737","chr11",1650863
"cg11433098","chr15",99987894
"cg18537730","chr19",49250080
"cg19628603","chr6",32847596
"cg00071446","chr3",120025256
"cg06901759","chr20",47001709
"cg08129759","chr1",202091944
"cg11651209","chr12",133177700
"cg17579753","chr17",34079998
"cg20862097","chr6",39760776
"cg02931642","chr3",184320734
"cg05756954","chrX",8751266
"cg04800569","chr19",55888003
"cg00907200","chr2",239037422
"cg23579185","chr18",77545223
"cg15883853","chr12",13080282
"cg20714328","chr5",79331850
"cg14354168","chr6",1619134
"cg23183559","chr8",120685183
"cg07107628","chr6",27210934
"cg24406754","chr12",64783110
"cg19802390","chr1",2840177
"cg21729798","chr6",24357078
"cg16343401","chr17",42989147
"cg07173688","chr2",119564329
"cg09223687","chr4",1027885
"cg09784886","chr11",71293996
"cg02483204","chr12",116893985
"cg21697812","chr11",33721714
"cg12944343","chr14",93698416
"cg17156402","chr1",16390468
"cg10888244","chr1",161049543
"cg24179445","chr10",102496915
"cg20752878","chr17",7080538
"cg02664787","chr11",132814660
"cg08635489","chr1",10949944
"cg11972810","chr15",76484379
"cg21904329","chr15",66549307
"cg02959725","chr3",148664701
"cg12689679","chr15",31516316
"cg19490561","chr2",10971308
"cg03490759","chr14",100141888
"cg01706515","chr6",49681774
"cg23927469","chr4",6909853
"cg08994082","chr19",2525459
"cg23648082","chr20",2517142
"cg16703135","chr7",55517132
"cg11314274","chr3",132004064
"cg13630250","chr14",70827336
"cg19432362","chr13",46426263
"cg25453625","chr7",4347751
"cg10643271","chr12",129309330
"cg01881287","chr7",105223849
"cg01016191","chr12",130707332
"cg21844144","chr11",68920550
"cg18821144","chr12",68881398
"cg08087655","chr11",122073541
"cg14463912","chr10",102789979
"cg18197594","chr10",94334836
"cg16610412","chr5",132667181
"cg22047901","chr7",129415994
"cg10621809","chr12",95840313
"cg14989226","chr7",75897850
"cg03874542","chr10",8338503
"cg03724964","chr19",39465969
"cg22105158","chr19",3480672
"cg12024822","chr6",90597394
"cg27430293","chr16",89069935
"cg19843891","chr8",48675647
"cg13269555","chr10",102822002
"cg04284140","chr7",44163975
"cg12159314","chr14",92787905
"cg18212064","chr8",143255449
"cg04872541","chr10",102090406
"cg09720117","chr12",5152546
"cg00873811","chr16",56654264
"cg16481280","chr6",32120955
"cg02314896","chr19",49059802
"cg04021544","chr7",2705189
"cg25212270","chr15",78015279
"cg13504055","chr2",102234418
"cg22369590","chr1",156592342
"cg09982773","chr7",128550860
"cg06962684","chr18",34839039
"cg13904562","chr12",48690974
"cg17506621","chr6",160023581
"cg00116315","chr6",35466268
"cg08021797","chr16",85785130
"cg12444736","chr13",112630712
"cg27612019","chr22",18064052
"cg24415728","chr8",11471816
"cg08415998","chr10",50602664
"cg01346718","chr22",38713874
"cg07209550","chr5",79070077
"cg00720629","chr22",19752228
"cg13092405","chr1",228075423
"cg12187687","chr7",27253834
"cg03015498","chr10",7517765
"cg21378403","chr10",102777924
"cg25696972","chr6",1594827
"cg05170706","chr13",112861507
"cg16079541","chr6",30848846
"cg10243004","chr2",128616167
"cg13460311","chr18",72837782
"cg27031448","chr13",27998168
"cg09649266","chr2",88583529
"cg13826247","chr12",54424203
"cg10093648","chr16",29912700
"cg02275035","chr14",70327025
"cg04798919","chr19",44039475
"cg05090351","chr10",126851162
"cg07925738","chr1",16847839
"cg03467555","chr16",54404408
"cg25943845","chr10",48416839
"cg15849368","chr17",1811181
"cg12613020","chr5",134881662
"cg14544666","chr5",179634789
"cg26349358","chr2",468989
"cg24553170","chr1",49243472
"cg27416261","chr9",35406590
"cg18410945","chr7",157257054
"cg06888460","chr11",18477303
"cg13269964","chr17",41924577
"cg03871267","chr5",67483475
"cg22233974","chr1",39546511
"cg26580869","chr19",611506
"cg23009419","chr3",46618597
"cg17099016","chr11",17568889
"cg27551856","chr16",87250689
"cg05225012","chr2",96055346
"cg20005057","chr12",10364834
"cg16171484","chr2",223290515
"cg00034755","chr22",50918361
"cg13882377","chr10",126211811
"cg14814062","chr19",54927903
"cg14585415","chr10",102778683
"cg07839926","chr10",121771388
"cg01786585","chr6",155315188
"cg26250086","chr1",6830972
"cg19849544","chr8",38508335
"cg05130518","chr13",21295590
"cg23681730","chr11",35683551
"cg07525299","chr11",2293171
"cg22356117","chr3",182881427
"cg07262335","chr2",85465018
"cg14089267","chr13",23412409
"cg02012483","chr6",30131570
"cg04709703","chr11",61449898
"cg07861603","chr16",3085246
"cg16537292","chr8",686186
"cg00057231","chr3",48631958
"cg05520687","chr15",62516325
"cg10769767","chr9",37024153
"cg03460756","chr17",45353128
"cg04369306","chr16",88254988
"cg00060374","chr1",1355235
"cg00262344","chr18",23713741
"cg04349021","chr12",52281901
"cg27239280","chr16",30907679
"cg00073549","chr16",87609078
"cg14492992","chr15",53101548
"cg12899423","chr11",44328154
"cg23484899","chr1",244894365
"cg14413262","chr1",8384046
"cg10256477","chr12",49934029
"cg15151749","chr11",17520223
"cg17862447","chr2",23633680
"cg16810343","chr7",75898970
"cg25035485","chr2",21266500
"cg13689996","chr17",71810497
"cg00642615","chr15",69590937
"cg05872387","chr2",242716801
"cg07777909","chr8",21909645
"cg23281527","chr1",18809531
"cg17019053","chr2",74875263
"cg02304584","chr6",31650790
"cg09527118","chr11",58667960
"cg23075506","chr1",212688997
"cg12160664","chr1",114521853
"cg23006519","chr2",121223740
"cg08168768","chrX",118285064
"cg01055594","chr2",20190349
"cg20743080","chr4",185926156
"cg26188543","chr3",148664839
"cg04726200","chr11",2930485
"cg10831285","chr19",17918927
"cg08947894","chr1",155044345
"cg12209693","chr7",73894884
"cg21566642","chr2",233284661
"cg10056813","chr1",1108860
"cg06552810","chr11",31128660
"cg14339848","chr3",126062402
"cg15986841","chr1",53386900
"cg19733042","chr1",148193658
"cg22079043","chr11",1785631
"cg01294283","chr2",121372064
"cg23268630","chr1",32264315
"cg09565002","chr4",15939889
"cg10107890","chr2",44314289
"cg18534077","chr10",104628846
"cg27340001","chr15",43786010
"cg06406026","chr10",131989655
"cg16652937","chr3",23243625
"cg24123106","chr6",123100471
"cg12850379","chr8",54935605
"cg09225287","chr7",80549171
"cg17307791","chr4",26806179
"cg01695406","chr19",55889276
"cg06159340","chr16",30907560
"cg03721641","chr22",50451245
"cg06971773","chr10",71169083
"cg04983977","chr1",200842145
"cg23013473","chr17",77881799
"cg05045817","chr1",184633523
"cg04975966","chr1",110609973
"cg03303857","chr11",120619307
"cg03895348","chr2",71062570
"cg16292132","chr6",138893111
"cg20996314","chr8",21989292
"cg08634357","chr16",66956242
"cg20129827","chrX",118284659
"cg25050332","chr11",316088
"cg27199697","chr17",48067475
"cg16273979","chr4",122376685
"cg20432350","chr1",112438321
"cg15069551","chr20",25128695
"cg03027739","chr7",127805680
"cg00076774","chr2",45016971
"cg07928883","chr7",149112940
"cg21052814","chr15",79328213
"cg05134847","chr22",19742426
"cg25314315","chr1",39407387
"cg24870966","chr17",79282893
"cg01795776","chr1",23003462
"cg04279801","chr17",19314319
"cg27413508","chr20",30225517
"cg19642408","chr2",9894335
"cg07028396","chr10",93805682
"cg17570276","chr7",6099250
"cg09982942","chr2",112898400
"cg07480640","chr3",64211328
"cg13476072","chr1",149908313
"cg23345697","chr7",520489
"cg20545694","chr8",48910778
"cg25745746","chr1",20617452
"cg23226249","chr1",2928506
"cg18699242","chr22",18632429
"cg14023999","chr15",90543224
"cg20636351","chr8",55087400
"cg05815196","chr22",31536540
"cg03268942","chr2",74148310
"cg08750432","chr8",48676092
"cg16009311","chr8",119086762
"cg22830895","chr7",151137476
"cg27403609","chr2",11101403
"cg18019825","chr7",1329016
"cg25956097","chr10",44163499
"cg11241151","chr2",11123476
"cg15154047","chr8",143210309
"cg22277296","chr5",54180170
"cg03421300","chr1",27189787
"cg15630458","chr8",142986649
"cg19241831","chr2",26782726
"cg06035600","chr1",27687454
"cg05336956","chr1",1098001
"cg07842521","chr16",85157762
"cg03846408","chr11",1769390
"cg26927427","chr16",57832230
"cg20354882","chr12",96350795
"cg23553444","chr11",134212324
"cg27190145","chr6",39761304
"cg01936707","chr6",30860905
"cg01135546","chr17",45949828
"cg07603878","chr19",11773280
"cg01099024","chr14",70347833
"cg13019568","chr14",95826830
"cg24895155","chr8",127837199
"cg06023661","chr6",32164801
"cg08275704","chr19",4588350
"cg24620905","chr1",149908781
"cg27336261","chr10",1975562
"cg14036981","chr11",68920648
"cg23669855","chr15",100272142
"cg05090695","chr11",2907670
"cg18498241","chr11",69286352
"cg07972116","chr1",2822822
"cg14302936","chr9",36135812
"cg21723861","chr17",39686628
"cg24117274","chr1",21945805
"cg19479373","chr10",99734154
"cg15676542","chr6",26421231
"cg23915527","chr1",161368787
"cg24912456","chr6",1598854
"cg18690729","chr10",128250156
"cg26740318","chr11",18477153
"cg13778078","chr4",785160
"cg06472166","chr7",47783603
"cg03440414","chr2",11101592
"cg02695062","chr6",30851417
"cg02238549","chr10",131927554
"cg15142430","chr18",44498341
"cg06706876","chr16",57317679
"cg12669395","chr6",30860866
"cg21206816","chr3",112013079
"cg18104354","chr10",106390703
"cg14395744","chr18",72837693
"cg20077028","chr12",52208899
"cg19824710","chr1",43995379
"cg27598583","chr16",86337662
"cg06951677","chr1",221061837
"cg11312495","chr5",115697370
"cg06071746","chr17",57297518
"cg04352168","chr16",86334058
"cg18730926","chr2",120396872
"cg15012468","chr1",205539221
"cg07704990","chr5",101834577
"cg17516330","chr15",74494781
"cg10969241","chr10",131989534
"cg01654820","chr16",10675123
"cg17938867","chr1",109418898
"cg18955367","chr19",49002338
"cg23765086","chr7",44348976
"cg07140194","chr2",73150236
"cg16707400","chr6",1416762
"cg04760493","chr4",128981486
"cg03405128","chr4",77341841
"cg07421596","chr6",31913770
"cg17594670","chr1",209749962
"cg05063520","chr8",49835999
"cg04258219","chr7",155142415
"cg15132710","chr18",44237801
"cg21980100","chr17",20799644
"cg23366166","chr11",125366506
"cg11931463","chr3",156807379
"cg00904823","chr10",112418708
"cg23886216","chr14",92673517
"cg13207534","chr6",5087447
"cg15851904","chr12",64215680
"cg22152492","chr6",28554334
"cg07138994","chr11",8361530
"cg27503950","chr6",160024002
"cg09622269","chr10",76803925
"cg19247654","chr18",76617506
"cg21531689","chr2",220253653
"cg06767142","chr11",63821400
"cg17466082","chr2",1557859
"cg02240291","chr7",150943825
"cg25486824","chr11",13983790
"cg07856975","chr6",36356162
"cg23621967","chr1",236266619
"cg22871908","chr1",111323421
"cg01830154","chr17",1134911
"cg19084479","chr7",44163941
"cg09584358","chr17",14201680
"cg00926894","chrX",46938229
"cg11975790","chr6",30853608
"cg19419650","chr19",7929643
"cg20113012","chr17",71308660
"cg16432009","chr22",37955936
"cg26839356","chr15",99603018
"cg10997906","chr5",178753803
"cg18786782","chr3",13936527
"cg21023520","chr22",43817384
"cg25472530","chr5",23507617
"cg13825930","chrX",8751330
"cg10429573","chr2",240746616
"cg00023919","chr11",66839191
"cg20903926","chr1",55271677
"cg05113697","chr16",53544098
"cg14085177","chr9",133312912
"cg23957311","chr3",147121892
"cg09246479","chr22",24891129
"cg27532318","chr7",32358331
"cg25736663","chr1",234350875
"cg25136988","chr6",31649623
"cg22603450","chr19",551536
"cg15523463","chr5",150804815
"cg09181015","chr5",158104558
"cg07201996","chr20",60348277
"cg05129050","chr1",7178026
"cg18876602","chr6",17393472
"cg23739457","chr11",117314707
"cg07647651","chr6",42878931
"cg05670995","chr10",127462896
"cg25364822","chr1",33337257
"cg01689404","chr17",35423942
"cg02389590","chr8",110658029
"cg02082083","chr1",20396560
"cg14847483","chr15",34516640
"cg22162848","chr17",73717736
"cg17024542","chr3",142837472
"cg25351353","chr12",52473451
"cg05306173","chr10",118885636
"cg01817364","chr5",43037411
"cg06917617","chr1",207818818
"cg17149262","chr8",37186030
"cg26411822","chr1",28099013
"cg01422370","chr2",73384389
"cg21079003","chr15",93615146
"cg06737907","chr15",66420062
"cg25478299","chr11",102638669
"cg26292895","chr10",112444795
"cg19863595","chr12",96350605
"cg08687941","chr16",57918350
"cg01321174","chr4",1041044
"cg07041748","chr16",30023780
"cg14130459","chr11",60718568
"cg17395619","chr19",4607540
"cg10158997","chr6",31734106
"cg05766510","chr7",157454062
"cg01765164","chr16",84953424
"cg27260867","chr13",112984840
"cg16698038","chr5",5495215
"cg10314139","chr10",71560231
"cg22138302","chr11",119019412
"cg08203127","chr16",331727
"cg06264679","chr6",32121433
"cg10832281","chr11",35499741
"cg17841545","chr10",115371055
"cg08125503","chr17",16119344
"cg05161119","chr4",785696
"cg17962756","chr5",172769199
"cg14059257","chr12",52628105
"cg03731646","chr18",74499372
"cg18480654","chr5",75376460
"cg04456916","chr5",178902699
"cg17288288","chr13",51418092
"cg00091633","chr3",120170383
"cg13679303","chr9",96623674
"cg10533103","chr1",212688961
"cg25705148","chr2",72079498
"cg19594666","chr7",127881280
"cg22801949","chr1",181057279
"cg17024199","chr17",74881747
"cg06660015","chr5",139743303
"cg04647654","chr12",53199284
"cg26234644","chr17",10634427
"cg07457305","chr2",71118292
"cg20724680","chr19",49000743
"cg17055821","chr17",30669476
"cg05725404","chr16",58534157
"cg06086012","chr3",170143582
"cg22379862","chr12",1904502
"cg27565473","chr3",47398007
"cg17032564","chr5",158531394
"cg10096100","chr1",26503862
"cg03985801","chr1",202182603
"cg13982318","chr9",72131655
"cg21327235","chr17",7643798
"cg12635602","chr11",58731357
"cg18773260","chr17",46685292
"cg22755142","chr2",16243377
"cg12847793","chr6",30852874
"cg14013080","chr14",95826997
"cg02718966","chr3",42846970
"cg15138109","chr2",24713234
"cg14688272","chr17",80673958
"cg24735129","chr11",70957520
"cg02611848","chr2",74875387
"cg03077077","chr4",122685352
"cg06682185","chr18",61157615
"cg15429214","chr22",43166281
"cg15638969","chr10",131989556
"cg12565126","chr2",24233931
"cg27305917","chr21",47396773
